;Heure;date_heure;weekday;date;vacances_zone_a;vacances_zone_b;vacances_zone_c;nom_vacances;Vac_Ete;Vac_Hiver;Vac_Ascension;Vac_Printemps;Vac_Toussaint;Vac_Noel;est_jour_ferie;nom_jour_ferie;num_sem;Mois;Année;Lundi;Mardi;Mercredi;Jeudi;Vendredi;Samedi;Dimanche;veille_jour_ferie;lendemain_jour_ferie;trafic_passager_heure;nb_transaction_carte_abo_heure;nb_transaction_voyages_heure;nb_appels_entrants_cor
98;2;2018-01-05 02:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
99;3;2018-01-05 03:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
100;4;2018-01-05 04:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
101;5;2018-01-05 05:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
102;6;2018-01-05 06:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;-0.7061042312980799;-0.975438921346122;-0.9648872171933256
103;7;2018-01-05 07:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;-0.400355424561671;-0.9283408786386355;-0.7164907612126764
104;8;2018-01-05 08:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;-0.05569313333153738;-0.8752485395865598;-0.4364802108344901
105;9;2018-01-05 09:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;0.7281356257563469;-0.754506284645549;0.20031797631590142
106;10;2018-01-05 10:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;1.0005300172124205;-0.7125462102334246;0.4216166370986616
107;11;2018-01-05 11:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;1.0839160554132594;-0.6997012894950193;0.4893611250933841
108;12;2018-01-05 12:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;0.8059625947437966;-0.7425176919563706;0.2635461651109758
109;13;2018-01-05 13:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;0.594717964635005;-0.7750581578269977;0.09192679552434542
110;14;2018-01-05 14:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;0.9227030482249707;-0.7245348029226031;0.3583884483035873
111;15;2018-01-05 15:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;0.967175601932085;-0.7176841785287869;0.3945188419007726
112;16;2018-01-05 16:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;0.9949709479990312;-0.7134025382826518;0.41710033789901346
113;17;2018-01-05 17:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;0.8615532868776893;-0.7339544114641003;0.30870915710745744
114;18;2018-01-05 18:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;0.461300303513663;-0.7956100310084463;-0.01646438526721059
115;19;2018-01-05 19:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;0.027692904869301434;-0.8624036188481544;-0.36873572283976763
116;20;2018-01-05 20:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;-0.14463824074576548;-0.8889497883741923;-0.5087409980288607
117;21;2018-01-05 21:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;-0.2558196250135505;-0.9060763493587328;-0.5990669820218241
118;22;2018-01-05 22:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
119;23;2018-01-05 23:00:00;Friday;2018-01-05;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;1;0;0;False;False;-0.9630042274211081;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
120;0;2018-01-06 00:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
121;1;2018-01-06 01:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
122;2;2018-01-06 02:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
123;3;2018-01-06 03:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
124;4;2018-01-06 04:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
125;5;2018-01-06 05:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
126;6;2018-01-06 06:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
127;7;2018-01-06 07:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.5326605911181365;-0.9502449817340468;-0.7797189500077508
128;8;2018-01-06 08:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.33234803536845453;-0.9210934917321136;-0.5674528876242869
129;9;2018-01-06 09:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.04253412492210646;-0.8789168678995294;-0.2603445420482116
130;10;2018-01-06 10:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;0.31547129386455897;-0.8268163325769253;0.11902459072223442
131;11;2018-01-06 11:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;0.3666149251197968;-0.8193733989594105;0.17322018111801243
132;12;2018-01-06 12:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;0.24301781625297197;-0.8373604885350714;0.042247504328215585
133;13;2018-01-06 13:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;0.08958692248725823;-0.859689289387616;-0.12033926685911843
134;14;2018-01-06 14:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;0.1663023693701151;-0.8485248889613437;-0.03904588126545142
135;15;2018-01-06 15:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;0.1492544922850357;-0.8510058668338486;-0.05711107806404409
136;16;2018-01-06 16:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;0.08532495321598835;-0.8603095338557423;-0.12485556605876659
137;17;2018-01-06 17:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;0.051229199045829725;-0.8652714896007522;-0.16098595965595192
138;18;2018-01-06 18:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.10220169471988402;-0.8876002904532967;-0.3235727308432859
139;19;2018-01-06 19:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.20022698795909;-0.9018659132202003;-0.4274476124351938
140;20;2018-01-06 20:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.47299302132035886;-0.9415615591802796;-0.7164907612126764
141;21;2018-01-06 21:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.5241366525755967;-0.9490044927977943;-0.7706863516084544
142;22;2018-01-06 22:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
143;23;2018-01-06 23:00:00;Saturday;2018-01-06;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;1;0;False;False;-1.4567749023503136;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
144;0;2018-01-07 00:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
145;1;2018-01-07 01:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
146;2;2018-01-07 02:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
147;3;2018-01-07 03:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
148;4;2018-01-07 04:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
149;5;2018-01-07 05:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
150;6;2018-01-07 06:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.70790921783879;-0.9756888908882092;-0.9648872171933256
151;7;2018-01-07 07:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.6065489856764532;-0.9593172111954329;-0.8429471388028251
152;8;2018-01-07 08:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.4376152654058919;-0.9320310783741395;-0.6397136748186576
153;9;2018-01-07 09:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.2761897104806889;-0.9059576625671256;-0.44551280923378644
154;10;2018-01-07 10:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.11851823822816512;-0.8804906052672516;-0.2558282428485634
155;11;2018-01-07 11:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.06971516348333628;-0.8726079446744336;-0.19711635325313726
156;12;2018-01-07 12:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.07722332882869459;-0.8738206616887133;-0.2061489516524336
157;13;2018-01-07 13:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.22738663573586015;-0.8980750019743077;-0.3868009196383603
158;14;2018-01-07 14:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.12602640357352335;-0.8817033222815314;-0.26486084124785975
159;15;2018-01-07 15:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.08848557684673194;-0.8756397372101329;-0.21969784925137809
160;16;2018-01-07 16:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.11476415555548593;-0.8798842467601119;-0.2513119436489153
161;17;2018-01-07 17:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.17858356099103131;-0.8901923413814894;-0.3280890300429341
162;18;2018-01-07 18:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.22738663573586015;-0.8980750019743077;-0.3868009196383603
163;19;2018-01-07 19:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.2761897104806889;-0.9059576625671256;-0.44551280923378644
164;20;2018-01-07 20:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.40758260402445884;-0.9271802103170207;-0.6035832812214723
165;21;2018-01-07 21:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.5277132495501913;-0.9465836825454961;-0.7481048556102137
166;22;2018-01-07 22:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
167;23;2018-01-07 23:00:00;Sunday;2018-01-07;1;1;1;Vacances de Noel;0;0;0;0;0;1;False;;1;1;2018;0;0;0;0;0;0;1;False;False;-1.708825205033841;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
168;0;2018-01-08 00:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
169;1;2018-01-08 01:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
170;2;2018-01-08 02:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
171;3;2018-01-08 03:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
172;4;2018-01-08 04:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
173;5;2018-01-08 05:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
174;6;2018-01-08 06:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
175;7;2018-01-08 07:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;-0.4325809673668795;-0.9302846986215839;-0.784235249207399
176;8;2018-01-08 08:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;0.0983561542252666;-0.8427524312958848;-0.43196391163484193
177;9;2018-01-08 09:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;0.9356031536590352;-0.7047207789745898;0.12354088992188259
178;10;2018-01-08 10:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;1.3780507549858239;-0.6317772228698406;0.41710033789901346
179;11;2018-01-08 11:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;1.5686435678650557;-0.6003553833170254;0.5435567154891621
180;12;2018-01-08 12:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;1.071740877144201;-0.6822766078654363;0.21386687391484593
181;13;2018-01-08 13:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;1.0308995600986512;-0.6890098591981824;0.18676907871695692
182;14;2018-01-08 14:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;1.5209953646452479;-0.6082108432052293;0.5119426210916249
183;15;2018-01-08 15:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;1.4733471614254396;-0.616066303093433;0.48032852669408777
184;16;2018-01-08 16:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;1.4461196167284067;-0.6205551373152638;0.4622633298954951
185;17;2018-01-08 17:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;0.9151824951362605;-0.708087404640963;0.10999199232293809
186;18;2018-01-08 18:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;1.0172857877501347;-0.6912542763090977;0.1777364803176606
187;19;2018-01-08 19:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;0.45231423528669734;-0.7843975864120853;-0.19711635325313726
188;20;2018-01-08 20:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;-0.19433995126783957;-0.891007399180565;-0.6261647772197131
189;21;2018-01-08 21:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;-0.2487950406619058;-0.8999850676242266;-0.6622951708168985
190;22;2018-01-08 22:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
191;23;2018-01-08 23:00:00;Monday;2018-01-08;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;1;0;0;0;0;0;0;False;False;-0.9376958978483769;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
192;0;2018-01-09 00:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
193;1;2018-01-09 01:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
194;2;2018-01-09 02:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
195;3;2018-01-09 03:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
196;4;2018-01-09 04:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
197;5;2018-01-09 05:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
198;6;2018-01-09 06:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;-0.7116633005114691;-0.976295249395349;-0.9694035163929738
199;7;2018-01-09 07:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;-0.42030518366327935;-0.9306146852499378;-0.7616537532091582
200;8;2018-01-09 08:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;0.11174007318993683;-0.8471980028974478;-0.3822846204387121
201;9;2018-01-09 09:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;0.6691208184647345;-0.7598090975757916;0.01514970913032658
202;10;2018-01-09 10:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;1.1884983311071597;-0.6783785267078848;0.38548624350147626
203;11;2018-01-09 11:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;1.2518370521611142;-0.6684479692849693;0.4306492354979579
204;12;2018-01-09 12:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;0.9034740863643654;-0.7230660351110044;0.18225277951730876
205;13;2018-01-09 13:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;0.67545469057013;-0.7588160418335002;0.019666008329974748
206;14;2018-01-09 14:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;0.9541450632075289;-0.715121589172672;0.2183831731144941
207;15;2018-01-09 15:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;1.0491531447884603;-0.7002257530382989;0.2861276611092166
208;16;2018-01-09 16:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;1.0808225053154377;-0.6952604743268411;0.30870915710745744
209;17;2018-01-09 17:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;1.1251596100532055;-0.6883090841308003;0.3403232515049946
210;18;2018-01-09 18:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;0.9351434468913428;-0.7181007563995467;0.20483427551554959
211;19;2018-01-09 19:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;0.2510852595086363;-0.8253507765670338;-0.28292603804645244
212;20;2018-01-09 20:00:00;Tuesday;2018-01-09;0;0;0;;0;0;0;0;0;0;False;;2;1;2018;0;1;0;0;0;0;0;False;False;-1.02601680309199;-0.09094383418271702;-0.8789757866507774;-0.5268061948274535
